437.00,225.00,45.00,74.00
438.00,227.00,45.00,74.00
439.00,234.00,45.00,74.00
444.00,236.00,44.00,87.00
443.00,235.00,44.00,87.00
440.00,235.00,44.00,87.00
429.00,238.00,44.00,87.00
422.00,228.00,52.00,106.00
417.00,228.00,52.00,106.00
405.00,228.00,52.00,106.00
382.00,230.00,52.00,106.00
372.00,227.00,52.00,106.00
377.00,229.00,52.00,106.00
384.00,225.00,52.00,106.00
385.00,218.00,52.00,106.00
389.00,219.00,52.00,106.00
400.00,221.00,52.00,106.00
398.00,227.00,52.00,106.00
417.00,235.00,52.00,106.00
421.00,241.00,52.00,106.00
423.00,238.00,52.00,106.00
418.00,240.00,52.00,106.00
402.00,245.00,52.00,106.00
389.00,251.00,52.00,106.00
377.00,251.00,52.00,106.00
369.00,254.00,52.00,106.00
359.00,250.00,52.00,106.00
350.00,249.00,52.00,106.00
350.00,251.00,52.00,106.00
354.00,257.00,52.00,106.00
359.00,258.00,52.00,106.00
379.00,250.00,52.00,106.00
391.00,244.00,52.00,106.00
400.00,240.00,52.00,106.00
413.00,237.00,52.00,106.00
420.00,240.00,52.00,106.00
433.00,244.00,52.00,106.00
437.00,244.00,52.00,106.00
437.00,243.00,52.00,106.00
442.00,243.00,52.00,106.00
451.00,247.00,52.00,106.00
455.00,256.00,52.00,106.00
459.00,260.00,52.00,106.00
459.00,260.00,52.00,106.00
460.00,262.00,52.00,106.00
463.00,262.00,52.00,106.00
463.00,258.00,52.00,106.00
458.00,257.00,52.00,106.00
449.00,257.00,52.00,106.00
443.00,253.00,52.00,106.00
431.00,252.00,52.00,106.00
422.00,249.00,52.00,106.00
413.00,248.00,52.00,106.00
402.00,247.00,52.00,106.00
394.00,243.00,52.00,106.00
392.00,244.00,52.00,106.00
392.00,244.00,52.00,106.00
385.00,240.00,52.00,106.00
378.00,236.00,52.00,106.00
377.00,231.00,52.00,106.00
373.00,228.00,52.00,106.00
367.00,223.00,52.00,106.00
366.00,218.00,52.00,106.00
363.00,222.00,52.00,106.00
363.00,224.00,52.00,106.00
371.00,227.00,52.00,106.00
375.00,227.00,52.00,106.00
378.00,228.00,52.00,106.00
382.00,228.00,52.00,106.00
382.00,225.00,52.00,106.00
385.00,224.00,52.00,106.00
383.00,221.00,52.00,106.00
375.00,218.00,52.00,106.00
367.00,222.00,52.00,106.00
366.00,219.00,52.00,106.00
366.00,220.00,52.00,106.00
362.00,223.00,52.00,106.00
355.00,224.00,52.00,106.00
351.00,224.00,52.00,106.00
344.00,225.00,52.00,106.00
336.00,220.00,52.00,106.00
325.00,217.00,52.00,106.00
318.00,216.00,52.00,106.00
313.00,216.00,52.00,106.00
309.00,219.00,52.00,106.00
302.00,225.00,52.00,106.00
297.00,224.00,52.00,106.00
289.00,225.00,52.00,106.00
286.00,223.00,52.00,106.00
274.00,229.00,52.00,106.00
260.00,226.00,66.00,106.00
256.00,222.00,66.00,106.00
248.00,219.00,66.00,106.00
244.00,222.00,66.00,106.00
244.00,225.00,66.00,106.00
234.00,224.00,66.00,106.00
228.00,224.00,66.00,106.00
233.00,219.00,66.00,106.00
227.00,224.00,66.00,106.00
208.00,208.00,89.00,101.00
219.00,224.00,89.00,101.00
225.00,244.00,96.00,102.00
232.00,281.00,96.00,102.00
239.00,272.00,96.00,102.00
234.00,275.00,96.00,102.00
233.00,279.00,96.00,102.00
231.00,274.00,96.00,102.00
223.00,266.00,96.00,102.00
218.00,262.00,96.00,102.00
216.00,267.00,96.00,102.00
221.00,273.00,96.00,102.00
214.00,266.00,96.00,102.00
205.00,262.00,96.00,102.00
199.00,269.00,96.00,102.00
190.00,271.00,96.00,102.00
172.00,275.00,84.00,116.00
168.00,275.00,84.00,116.00
164.00,275.00,84.00,116.00
161.00,279.00,84.00,116.00
161.00,279.00,84.00,116.00
159.00,275.00,84.00,116.00
159.00,272.00,84.00,116.00
160.00,272.00,84.00,116.00
159.00,269.00,84.00,116.00
162.00,269.00,84.00,116.00
164.00,269.00,84.00,116.00
171.00,267.00,84.00,116.00
172.00,267.00,84.00,116.00
175.00,267.00,84.00,116.00
176.00,266.00,84.00,116.00
173.00,265.00,84.00,116.00
173.00,265.00,84.00,116.00
170.00,265.00,84.00,116.00
166.00,260.00,84.00,116.00
163.00,261.00,84.00,116.00
163.00,260.00,84.00,116.00
162.00,259.00,84.00,116.00
162.00,259.00,84.00,116.00
163.00,256.00,84.00,116.00
170.00,256.00,84.00,116.00
174.00,256.00,84.00,116.00
175.00,256.00,84.00,116.00
184.00,256.00,84.00,116.00
187.00,252.00,84.00,116.00
190.00,256.00,66.00,110.00
194.00,255.00,66.00,110.00
198.00,254.00,66.00,110.00
201.00,250.00,66.00,110.00
204.00,248.00,66.00,110.00
206.00,243.00,66.00,110.00
214.00,240.00,66.00,110.00
221.00,241.00,66.00,110.00
225.00,242.00,66.00,110.00
231.00,242.00,66.00,110.00
243.00,241.00,66.00,110.00
255.00,241.00,66.00,110.00
267.00,246.00,66.00,110.00
276.00,249.00,66.00,110.00
287.00,245.00,66.00,110.00
295.00,242.00,66.00,110.00
299.00,238.00,66.00,110.00
302.00,229.00,66.00,110.00
302.00,222.00,66.00,110.00
302.00,211.00,66.00,110.00
302.00,207.00,66.00,110.00
304.00,203.00,66.00,110.00
304.00,195.00,66.00,110.00
302.00,191.00,66.00,110.00
302.00,182.00,66.00,110.00
302.00,174.00,66.00,110.00
298.00,170.00,66.00,110.00
294.00,166.00,66.00,110.00
286.00,163.00,66.00,110.00
275.00,159.00,66.00,110.00
269.00,155.00,66.00,110.00
254.00,156.00,66.00,110.00
238.00,152.00,66.00,110.00
225.00,149.00,66.00,110.00
213.00,148.00,66.00,110.00
202.00,148.00,66.00,110.00
195.00,145.00,66.00,110.00
187.00,146.00,66.00,110.00
176.00,146.00,66.00,110.00
167.00,146.00,66.00,110.00
155.00,143.00,66.00,110.00
139.00,141.00,66.00,110.00
131.00,140.00,66.00,110.00
119.00,137.00,66.00,110.00
111.00,132.00,66.00,110.00
102.00,127.00,66.00,113.00
102.00,118.00,66.00,113.00
101.00,112.00,66.00,113.00
100.00,107.00,66.00,113.00
100.00,100.00,66.00,113.00
97.00,97.00,66.00,113.00
93.00,95.00,66.00,113.00
93.00,95.00,66.00,113.00
93.00,95.00,66.00,113.00
91.00,98.00,66.00,113.00
91.00,99.00,66.00,113.00
87.00,103.00,66.00,113.00
79.00,103.00,66.00,113.00
79.00,100.00,66.00,113.00
83.00,82.00,66.00,113.00
89.00,60.00,66.00,113.00
91.00,48.00,66.00,113.00
91.00,19.00,66.00,113.00
84.00,18.00,66.00,113.00
88.00,9.00,66.00,113.00
82.00,5.00,66.00,113.00
87.00,13.00,66.00,113.00
86.00,24.00,66.00,113.00
102.00,32.00,66.00,113.00
117.00,27.00,66.00,113.00
109.00,23.00,66.00,113.00
97.00,27.00,66.00,113.00
98.00,38.00,66.00,113.00
97.00,51.00,66.00,113.00
98.00,64.00,66.00,113.00
90.00,63.00,66.00,113.00
96.00,68.00,66.00,113.00
102.00,69.00,66.00,113.00
108.00,68.00,66.00,113.00
127.00,64.00,62.00,114.00
135.00,68.00,62.00,114.00
159.00,71.00,62.00,114.00
175.00,72.00,62.00,114.00
198.00,76.00,62.00,114.00
223.00,84.00,62.00,114.00
226.00,76.00,62.00,114.00
239.00,71.00,50.00,108.00
236.00,71.00,50.00,108.00
248.00,67.00,50.00,108.00
248.00,66.00,50.00,108.00
245.00,78.00,50.00,108.00
238.00,83.00,50.00,108.00
229.00,79.00,50.00,108.00
215.00,77.00,50.00,108.00
202.00,81.00,75.00,94.00
195.00,82.00,75.00,94.00
207.00,87.00,75.00,94.00
209.00,82.00,75.00,94.00
233.00,69.00,65.00,106.00
266.00,67.00,65.00,106.00
273.00,66.00,65.00,106.00
292.00,63.00,65.00,106.00
294.00,65.00,65.00,106.00
303.00,52.00,65.00,106.00
